id;nom;departement;coordonnees;type_commerce;adresse;ville;adresse_mail;tel
1253;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.671938524621956, 48.12056374284607]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;122 B RUE D ANTRAIN;RENNES;;
1254;LE HARICOT ROUGE;Ille et Vilaine;"{""coordinates"": [[-1.678526662911585, 48.11049648578343]], ""type"": ""MultiPoint""}";BAR RESTAURANT;10 RUE BAUDRAIRIE;RENNES;;
1255;LES 3 MARCHES;Ille et Vilaine;"{""coordinates"": [[-1.672304755116143, 48.09068753709043]], ""type"": ""MultiPoint""}";BAR + RESTAURATION RAPIDE + BILLARD;164 RUE CHATILLON;RENNES;;
1256;G20;Ille et Vilaine;"{""coordinates"": [[-1.683335821465239, 48.10866796563295]], ""type"": ""MultiPoint""}";SUPERETTE;58 RUE POULLAIN DUPARC;RENNES;;
1257;BLACK TEMPLE;Ille et Vilaine;"{""coordinates"": [[-1.678564148036198, 48.11521729562131]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE TRAITEUR DISQUAIRE;4 PASSAGE DES CARMELITES;RENNES;;
1258;CHEZ KUB;Ille et Vilaine;"{""coordinates"": [[-1.68293050098321, 48.11114737848634]], ""type"": ""MultiPoint""}";RESTAURANT;20 RUE DU CHAPITRE;RENNES;;
1259;SNACK MY DWITCH UP!;Ille et Vilaine;"{""coordinates"": [[-1.678373778623814, 48.11399410573691]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;30 RUE DE LA VISITATION;RENNES;;
1260;MARCHE SAINTE-ANNE;Ille et Vilaine;"{""coordinates"": [[-1.680519579809535, 48.114086719420676]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;12 PLACE SAINTE ANNE;RENNES;;
1261;L'ATELIER DU DOREUR;Ille et Vilaine;"{""coordinates"": [[-1.684828034528002, 48.10079517967382]], ""type"": ""MultiPoint""}";RESTAURATION ACHAT VENTE DE CADRES;4 RUE LOUIS TIERCELIN;RENNES;;
1262;BOULANGERIE F. MARQUER;Ille et Vilaine;"{""coordinates"": [[-1.658693753228821, 48.09299644882622]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;44 RUE PAUL LANGEVIN;RENNES;;
1263;LA NOUVELLE ORLEANS;Ille et Vilaine;"{""coordinates"": [[-1.680753746225737, 48.11616180612735]], ""type"": ""MultiPoint""}";RESTAURANT;20 RUE DE SAINT MALO;RENNES;;
1264;L'OLYMPE;Ille et Vilaine;"{""coordinates"": [[-1.67975350255049, 48.10768103930837]], ""type"": ""MultiPoint""}";EPICERIE GRECQUE;PL HONORE COMMEUREC / LES HALLE;RENNES;;
1265;LA PEPINIERE;Ille et Vilaine;"{""coordinates"": [[-1.679068275576207, 48.11008901204087]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE BRASSERIE;PLACE DE LA REPUBLIQUE;RENNES;;
1266;GOURDIN SERVENIERE;Ille et Vilaine;"{""coordinates"": [[-1.67990671931146, 48.107569498490875]], ""type"": ""MultiPoint""}";POISSONNERIE;LIEU DIT LES HALLES CENTRALES;RENNES;;
1267;LE CHEVAL BLEU;Ille et Vilaine;"{""coordinates"": [[-1.686758460455294, 48.11831061228565]], ""type"": ""MultiPoint""}";RESTAURANT POLONAIS;1 RUE ANATOLE FRANCE;RENNES;;
1268;LE ROAZON;Ille et Vilaine;"{""coordinates"": [[-1.686771915948539, 48.09920895534162]], ""type"": ""MultiPoint""}";BAR BRASSERIE;160 RUE DE NANTES;RENNES;;
1269;LIBRE COURS;Ille et Vilaine;"{""coordinates"": [[-1.685722552077495, 48.10674373081641]], ""type"": ""MultiPoint""}";RESTAURANT;12 RUE DE L ARSENAL;RENNES;;
1270;CARREFOUR MARKET;Ille et Vilaine;"{""coordinates"": [[-1.711556537195361, 48.1211210269879]], ""type"": ""MultiPoint""}";SUPERMARCHE + KIOSQUE SANDWICHES;49 COURS KENNEDY;RENNES;;
1271;LE PETIT CABOULOT;Ille et Vilaine;"{""coordinates"": [[-1.671925407254611, 48.10444462608946]], ""type"": ""MultiPoint""}";BAR RESTAURANT;14 PL DE LA GARE;RENNES;;
1272;AU BOEUF LIMOUSIN;Ille et Vilaine;"{""coordinates"": [[-1.687280230842936, 48.1203719280761]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;120 BOULEVARD DE VERDUN;RENNES;;
1273;PASSION D'ICI ET D'AILLEURS;Ille et Vilaine;"{""coordinates"": [[-1.689700972181589, 48.109735564982685]], ""type"": ""MultiPoint""}";RESTAURANT AFRICAIN;40 MAIL FRANCOIS MITTERRAND;RENNES;;
1274;CAFE LEFFE;Ille et Vilaine;"{""coordinates"": [[-1.672394215557401, 48.10466583047647]], ""type"": ""MultiPoint""}";BAR BRASSERIE;12 PLACE DE LA GARE;RENNES;;
1275;BUN'S & BURGERS;Ille et Vilaine;"{""coordinates"": [[-1.69543264706338, 48.11324868031565]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE SP/AE;160 RUE BREST;RENNES;;
1276;L'ECHO GOURMAND;Ille et Vilaine;"{""coordinates"": [[-1.661185295726868, 48.12241195548401]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;144 RUE DE FOUGERES;RENNES;;
1277;EXOTIC;Ille et Vilaine;"{""coordinates"": [[-1.687443723507153, 48.10969163551647]], ""type"": ""MultiPoint""}";EPICERIE AFRICAINE;13 MAIL FRANCOIS MITTERRAND;RENNES;;
1278;ANGELO PIZZA;Ille et Vilaine;"{""coordinates"": [[-1.691808937300397, 48.11558858460813]], ""type"": ""MultiPoint""}";PIZZA SP/AE;37 B BOULEVARD DE VERDUN;RENNES;;
1279;LES TROIS SOLEILS;Ille et Vilaine;"{""coordinates"": [[-1.678135447269529, 48.10525843255048]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA SALON DE THE;20 RUE D ISLY;RENNES;;
1280;CAFE Nø5;Ille et Vilaine;"{""coordinates"": [[-1.678066577645771, 48.105391076323485]], ""type"": ""MultiPoint""}";SALON DE THE SANDWICHERIE;20 RUE ISLY;RENNES;;
1281;RENNES STORE;Ille et Vilaine;"{""coordinates"": [[-1.676853171513789, 48.103759664306075]], ""type"": ""MultiPoint""}";SUPERMARCHE ASIATIQUE;7 RUE L ALMA;RENNES;;
1282;AUX LIBELLULES;Ille et Vilaine;"{""coordinates"": [[-1.6782995695636, 48.115666657067955]], ""type"": ""MultiPoint""}";BAR RESTAURANT;17 PAS DES CARMELITES;RENNES;;
1283;LA FOURMEE ST MICHEL;Ille et Vilaine;"{""coordinates"": [[-1.681395991817015, 48.11432299335316]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;1 B RUE SAINT LOUIS;RENNES;;
1284;BLASON PRESTIGE;Ille et Vilaine;"{""coordinates"": [[-1.657355092799289, 48.11451098229227]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE TRAITEUR;100 RUE DE PARIS;RENNES;;
1285;LES SAVEURS AFRICAINES;Ille et Vilaine;"{""coordinates"": [[-1.657948117668953, 48.13103067663723]], ""type"": ""MultiPoint""}";ALIMENTATION EXOTIQUE;3 RUE ALEXANDRE LEFAS;RENNES;;
1286;TELEBOUTIQUE ET EPICERIE;Ille et Vilaine;"{""coordinates"": [[-1.664608548280771, 48.126359525879785]], ""type"": ""MultiPoint""}";ALIMENTATION SPECIALISEE CARTE PREPAYEE;15 PL DU GROS CHENE;RENNES;;
1287;CHARLY RESTAURANT;Ille et Vilaine;"{""coordinates"": [[-1.661063588769899, 48.13354725814589]], ""type"": ""MultiPoint""}";RESTAURANT GRILL;271 AVENUE GENERAL GEORGE PATTON;RENNES;;
1288;TOCORI;Ille et Vilaine;"{""coordinates"": [[-1.668227703445987, 48.1360058702801]], ""type"": ""MultiPoint""}";RESTAURANT SALON DE THE;11 LA BELLANGERAIS;RENNES;;
1289;WOK;Ille et Vilaine;"{""coordinates"": [[-1.642740796085731, 48.12998315160557]], ""type"": ""MultiPoint""}";RESTAURANT SP/AE;301 RUE DE FOUGERES;RENNES;;
1290;SPEED RABBIT PIZZA;Ille et Vilaine;"{""coordinates"": [[-1.687548697346898, 48.12836312536005]], ""type"": ""MultiPoint""}";LIVRAISON DE PIZZAS;205 RUE DE SAINT MALO;RENNES;;
1291;LELAI;Ille et Vilaine;"{""coordinates"": [[-1.709532586404902, 48.12134706375311]], ""type"": ""MultiPoint""}";RESTAURANT CHINOIS+PLATS A EMPRTER;29 CRS PRESIDENT JF KENNEDY;RENNES;;
1292;LA TRIBUNE;Ille et Vilaine;"{""coordinates"": [[-1.73258287728489, 48.10563302525717]], ""type"": ""MultiPoint""}";RESTAURANT;167 RUE DE LORIENT;RENNES;;
1293;CARREFOUR CITY;Ille et Vilaine;"{""coordinates"": [[-1.694329040556683, 48.10513408591963]], ""type"": ""MultiPoint""}";SUPERETTE;8 BOULEVARD VOLTAIRE;RENNES;;
1294;KARADENIZ;Ille et Vilaine;"{""coordinates"": [[-1.652603647022014, 48.09078436059713]], ""type"": ""MultiPoint""}";KEBAB SP/AE;16 PLACE DU LANDREL;RENNES;;
1295;AU QUOTIDIEN;Ille et Vilaine;"{""coordinates"": [[-1.644895944183051, 48.09897125467692]], ""type"": ""MultiPoint""}";RESTAURANT;141 RUE DE CHATEAUGIRON;RENNES;;
1296;LA FABRIQUE;Ille et Vilaine;"{""coordinates"": [[-1.677127798883954, 48.1116524461989]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;4 RUE SAINT GEORGES;RENNES;;
1297;KER SOAZIG;Ille et Vilaine;"{""coordinates"": [[-1.67526213304996, 48.105757680908894]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE SALON DE THE;5 COURS DES ALLIES;RENNES;;
1298;BIO MONDE;Ille et Vilaine;"{""coordinates"": [[-1.639696802583266, 48.13016527053932]], ""type"": ""MultiPoint""}";ALIMENTATION BIO;4 B RUE FERDINAND PELLOUTIER;RENNES;;
1299;C & B;Ille et Vilaine;"{""coordinates"": [[-1.633955006255935, 48.13266528130663]], ""type"": ""MultiPoint""}";RESTAURANT GRILL;1 T ROUTE DE FOUGERES;RENNES;;
1300;SN;Ille et Vilaine;"{""coordinates"": [[-1.658376337049039, 48.13102049157949]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;3 RUE ALEXANDRE LEFAS;RENNES;;
1301;LE BEAU REGARD;Ille et Vilaine;"{""coordinates"": [[-1.698793393726219, 48.129287587615075]], ""type"": ""MultiPoint""}";BAR RESTAURATION TRADITIONNELLE;1 PLACE EUGENE AULNETTE;RENNES;;
1302;LES DELICES D'ASIE;Ille et Vilaine;"{""coordinates"": [[-1.686531468988709, 48.133518492548525]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;4 RUE CHICOGNE;RENNES;;
1303;CASINO;Ille et Vilaine;"{""coordinates"": [[-1.781272495552229, 48.092823213513746]], ""type"": ""MultiPoint""}";SUPERMARCHE;ALLEE DU CHENE VERT;LE RHEU;;
1304;AUX DELICES DU RHEU;Ille et Vilaine;"{""coordinates"": [[-1.794282736010426, 48.10097632254513]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;4 PLACE DE LA MAIRIE;LE RHEU;;
1305;AUBERGE DE LA TABLE RONDE;Ille et Vilaine;"{""coordinates"": [[-1.771634266421163, 48.0946848430887]], ""type"": ""MultiPoint""}";BAR RESTAURANT;ROUTE NATIONALE;LE RHEU;;
1306;LE CLOS DES LANDES;Ille et Vilaine;"{""coordinates"": [[-1.773772515482787, 48.094239218308566]], ""type"": ""MultiPoint""}";RESTAURANT;ROUTE NATIONALE;LE RHEU;;
1307;L'ART DU PAIN;Ille et Vilaine;"{""coordinates"": [[-1.794582895633399, 48.100855421688316]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;10 PLACE DE LA MAIRIE;LE RHEU;;
1308;L'ORIGAN;Ille et Vilaine;"{""coordinates"": [[-1.775838988651542, 48.097156319502616]], ""type"": ""MultiPoint""}";PIZZERIA;LIEU DIT LE CHENE VERT;LE RHEU;;
1309;L'EPICERIE DES GOURMANDS;Ille et Vilaine;"{""coordinates"": [[-1.79588999154379, 48.10056470464399]], ""type"": ""MultiPoint""}";EPICERIE FINE;2 RUE DE CINTRE;LE RHEU;;
1310;L'AUBERGE ST ARMEL;Ille et Vilaine;"{""coordinates"": [[-1.590416393030332, 48.01342266058168]], ""type"": ""MultiPoint""}";RESTAURANT;3 ROUTE DE CHATEAUGIRON;SAINT ARMEL;;
1311;SUPER U;Ille et Vilaine;"{""coordinates"": [[-1.61878014414905, 48.26178332125548]], ""type"": ""MultiPoint""}";SUPERMARCHE;0 RUE SAINT MEDARD;SAINT AUBIN D'AUBIGNE;;
1312;BOULANGERIE PATISSERIE COLLIN;Ille et Vilaine;"{""coordinates"": [[-1.606358134944675, 48.26202969213369]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;1 RUE DE RENNES;SAINT AUBIN D'AUBIGNE;;
1313;L'ATELIER DU BOULANGER PATISSIER;Ille et Vilaine;"{""coordinates"": [[-1.609697780966429, 48.263076986968414]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;46 RUE DE SAINT MEDARD;SAINT AUBIN D'AUBIGNE;;
1314;SARL EDET;Ille et Vilaine;"{""coordinates"": [[-1.597628440883103, 48.25852100774312]], ""type"": ""MultiPoint""}";VENTE DE VIANDE EN GROS;ZONE ARTISANALE LA HENETIER;SAINT AUBIN D'AUBIGNE;;
1315;G20;Ille et Vilaine;"{""coordinates"": [[-1.820251610485503, 48.15518827798413]], ""type"": ""MultiPoint""}";SUPERMARCHE;31 RUE DE SAINT BRIEUC;SAINT GILLES;;
1316;LE CAFE DU COMMERCE;Ille et Vilaine;"{""coordinates"": [[-1.835505036285948, 48.2676547742756]], ""type"": ""MultiPoint""}";BAR EPICERIE PRESSE LOCALE GAZ;PLACE LOUIS GUILLEMER;SAINT GONDRAN;;
1317;PIZZA SUD;Ille et Vilaine;"{""coordinates"": [[-1.6952158421424, 48.13784582776255]], ""type"": ""MultiPoint""}";PIZZERIA / PIZZA AE;CENTRE COMMERCIAL GRAND QUA;SAINT GREGOIRE;;
1318;LE FOURNIL DE PIERRE;Ille et Vilaine;"{""coordinates"": [[-1.695827372091244, 48.13758367453544]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE RESTAURATION RAPIDE;CENTRE COMMERCIAL GRAND QUA;SAINT GREGOIRE;;
1319;E.LECLERC;Ille et Vilaine;"{""coordinates"": [[-1.684066707227915, 48.13972345988726]], ""type"": ""MultiPoint""}";HYPERMARCHE;RUE DE L ETANG AU DIABLE;SAINT GREGOIRE;;
1320;DELICES CHINOIS;Ille et Vilaine;"{""coordinates"": [[-1.684239929650086, 48.13905800048019]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE ASIATIQUE + TRAITEUR;RUE DE L ETANG AU DIABLE;SAINT GREGOIRE;;
1321;LE BAR;Ille et Vilaine;"{""coordinates"": [[-1.695586481268591, 48.136867617870365]], ""type"": ""MultiPoint""}";BAR SANDWICHERIE;0 CC GRAND QUARTIER;SAINT GREGOIRE;;
1322;KFC (KENTUCKY FRIED CHICKEN);Ille et Vilaine;"{""coordinates"": [[-1.691695676234742, 48.13644258729815]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;RUE DU CHESNAY BEAUREGARD;SAINT GREGOIRE;;
1323;LA ROUTE DES EPICES;Ille et Vilaine;"{""coordinates"": [[-1.722246180366483, 48.17791237931677]], ""type"": ""MultiPoint""}";RESTAURANT;9 ROUTE DE SAINT MALO;SAINT GREGOIRE;;
1324;LE JARDIN DE GREGOIRE;Ille et Vilaine;"{""coordinates"": [[-1.699318964278913, 48.15533992140688]], ""type"": ""MultiPoint""}";RESTAURANT;0  ESPACE PERFORMANCE;SAINT GREGOIRE;;
1325;LES GOURMETS;Ille et Vilaine;"{""coordinates"": [[-1.68394837204336, 48.15418661339152]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE TRAITEUR;21 RUE ALPHONSE MILON;SAINT GREGOIRE;;
1326;COURTEPAILLE;Ille et Vilaine;"{""coordinates"": [[-1.691787535446876, 48.133961620573004]], ""type"": ""MultiPoint""}";RESTAURANT;LIEU DIT AUGE DE PIERRE;SAINT GREGOIRE;;
1327;LA ROTISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.685169031391969, 48.15317691952571]], ""type"": ""MultiPoint""}";RESTAURANT;3 RUE DE BROCELIANDE;SAINT GREGOIRE;;
1328;TAVERNE DE MAITRE KANTER;Ille et Vilaine;"{""coordinates"": [[-1.698894940569605, 48.15209789185093]], ""type"": ""MultiPoint""}";RESTAURANT BRASSERIE;PARC EDONIA;SAINT GREGOIRE;;
1329;PIQUE PRUNE;Ille et Vilaine;"{""coordinates"": [[-1.690860574063101, 48.138678842065005]], ""type"": ""MultiPoint""}";RESTAURANT BIO VEGETARIEN;8 ALLEE CERISAIE;SAINT GREGOIRE;;
1330;LE PETIT FRANGO;Ille et Vilaine;"{""coordinates"": [[-1.691048505364493, 48.09674130552422]], ""type"": ""MultiPoint""}";RESTAURANT;13 BD JEAN MERMOZ;SAINT JACQUES DE LA LANDE;;
1331;AUX PIGEONS BLANCS;Ille et Vilaine;"{""coordinates"": [[-1.692774003467109, 48.08992311954695]], ""type"": ""MultiPoint""}";BAR RESTAURANT;321 RUE DE NANTES;SAINT JACQUES DE LA LANDE;;
1332;LE FOURNIL JACQUOLANDIN;Ille et Vilaine;"{""coordinates"": [[-1.721639195447508, 48.06771699585351]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;18 PLACE JULES VALLES;SAINT JACQUES DE LA LANDE;;
1333;MOON WOK;Ille et Vilaine;"{""coordinates"": [[-1.691482205322009, 48.093085957032265]], ""type"": ""MultiPoint""}";RESTAURATION RAPIDE;254 RUE DE NANTES;SAINT JACQUES DE LA LANDE;;
1334;LE CELTIC;Ille et Vilaine;"{""coordinates"": [[-1.534825047582847, 48.33234999035959]], ""type"": ""MultiPoint""}";BAR RESTAURANT;13 AV PHILIPPE DE VOLVIRE;SENS DE BRETAGNE;;
1335;VIVAL;Ille et Vilaine;"{""coordinates"": [[-1.460001747606853, 48.121557016896645]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;1 RUE THEODORE GAUDICHE;SERVON SUR VILAINE;;
1336;BANETTE;Ille et Vilaine;"{""coordinates"": [[-1.460887462031732, 48.121136277211875]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;4 RUE CHARLES BRISOU;SERVON SUR VILAINE;;
1337;LA PATE A CREPE;Ille et Vilaine;"{""coordinates"": [[-1.460991308352898, 48.12138371046188]], ""type"": ""MultiPoint""}";CREPERIE;2 RUE GEORGES CLEMENCEAU;SERVON SUR VILAINE;;
1338;MC DONALD'S;Ille et Vilaine;"{""coordinates"": [[-1.466248046532993, 48.103092816856616]], ""type"": ""MultiPoint""}";FAST FOOD SP/AE;L OLIVET;SERVON SUR VILAINE;;
1339;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.580192873460668, 48.15412222421685]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;6 RUE BEAUMANOIR;THORIGNE FOUILLARD;;
1340;HAMON RESTO;Ille et Vilaine;"{""coordinates"": [[-1.580042853627448, 48.15401574390119]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE BAR;4 RUE BEAUMANOIR;THORIGNE FOUILLARD;;
1341;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.58056517398739, 48.15915237721782]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;CENTRE COMMERCIAL DU BOCAGE;THORIGNE FOUILLARD;;
1342;AUBERGE DU P'TIT BONHEUR;Ille et Vilaine;"{""coordinates"": [[-1.931512809453498, 48.06974069226545]], ""type"": ""MultiPoint""}";BAR RESTAURANT;14 PLACE DU BOURG;LE VERGER;;
1343;LE MARKYL;Ille et Vilaine;"{""coordinates"": [[-1.603207556075986, 48.044362253791796]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;7 AVENUE DE LA CHALOTAIS;VERN SUR SEICHE;;
1344;E.LECLERC EXPRESS;Ille et Vilaine;"{""coordinates"": [[-1.602736586600053, 48.045116183233056]], ""type"": ""MultiPoint""}";SUPERMARCHE;PLACE DE LA MAIRIE;VERN SUR SEICHE;;
1345;L'ESCARBILLE;Ille et Vilaine;"{""coordinates"": [[-1.757555750171122, 48.119021695639724]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;20 RUE DE MONTFORT;VEZIN LE COQUET;;
1346;TAVERNE DE MAITRE KANTER (INTER-HOTEL);Ille et Vilaine;"{""coordinates"": [[-1.741511098917399, 48.104465607771644]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT BAR;ZONE ARTISANALE LES 3 MARCHES;VEZIN LE COQUET;;
1347;LA PETITE BOUCHERIE;Ille et Vilaine;"{""coordinates"": [[-1.75460621948062, 48.11975612333471]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;RUE DE LA COCHARDIERE;VEZIN LE COQUET;;
1348;LA COCOTTE;Ille et Vilaine;"{""coordinates"": [[-1.741627468425331, 48.10520002151634]], ""type"": ""MultiPoint""}";RESTAURANT;2 RUE FONTAINE MONTIGNE;VEZIN LE COQUET;;
1349;VIVAL;Ille et Vilaine;"{""coordinates"": [[-1.783234241518272, 48.24806817691778]], ""type"": ""MultiPoint""}";SUPERETTE;5 PLACE DE L EGLISE;VIGNOC;;
1350;U EXPRESS;Ille et Vilaine;"{""coordinates"": [[-1.703694654961213, 48.01308775917978]], ""type"": ""MultiPoint""}";SUPERMARCHE;31 AVENUE DU CHEMIN VERT;PONT PEAN;;
1351;LA PAILLOTE;Ille et Vilaine;"{""coordinates"": [[-1.703112482553155, 48.013957153151715]], ""type"": ""MultiPoint""}";BAR RESTAURANT GRILL;68 RTE NANTES;PONT PEAN;;
1352;LA MINOPAINS;Ille et Vilaine;"{""coordinates"": [[-1.699992117469172, 48.009254106254616]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;27 ROUTE DE NANTES;PONT PEAN;;
1353;SAVEURS BRETONNES;Ille et Vilaine;"{""coordinates"": [[-1.709103903399713, 48.153499387505086]], ""type"": ""MultiPoint""}";TRAITEUR BRETON ARTISAN CREPIER;11 RUE DE LA METRIE;MONTGERMONT;;
1354;LA CASA;Ille et Vilaine;"{""coordinates"": [[-1.84740258095385, 48.07308130447917]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;29 AVENUE MARECHAL LECLERC;MORDELLES;;
1355;G & M PERCEVEAU;Ille et Vilaine;"{""coordinates"": [[-1.847726143556254, 48.073293627906445]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;28 AVENUE MARECHAL LECLERC;MORDELLES;;
1356;LA METAIRIE DE BEAUMONT;Ille et Vilaine;"{""coordinates"": [[-1.808109982390176, 48.08170884347231]], ""type"": ""MultiPoint""}";RESTAURANT;BEAUMONT;MORDELLES;;
1357;BOUCHERIE CHARCUTERIE;Ille et Vilaine;"{""coordinates"": [[-1.66598790747652, 48.042425494222165]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;1 RUE DE LA GRANGE;NOYAL CHATILLON SUR SEICHE;;
1358;LE TRISKELL;Ille et Vilaine;"{""coordinates"": [[-1.661218856756943, 48.042660079029595]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;15 RUE FRANCOIS CHAPIN;NOYAL CHATILLON SUR SEICHE;;
1359;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.524834692371279, 48.11457478199696]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;4 BOULEVARD PIERRE BARBOT;NOYAL SUR VILAINE;;
1360;LA VILLA;Ille et Vilaine;"{""coordinates"": [[-1.52367365595436, 48.11404288953952]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA GRILL;1 PLACE HAIGERLOCH;NOYAL SUR VILAINE;;
1361;PETIT CASINO;Ille et Vilaine;"{""coordinates"": [[-1.523399406474368, 48.11312649746584]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;6 RUE PIERRE CROYAL;NOYAL SUR VILAINE;;
1362;L'ANTRE TEMPS;Ille et Vilaine;"{""coordinates"": [[-1.669200058461336, 47.99652898937831]], ""type"": ""MultiPoint""}";BAR RESTAURANT PIZZERIA;2 RUE DE RENNES;ORGERES;;
1363;AU BISTROT D'ANTAN;Ille et Vilaine;"{""coordinates"": [[-1.449719924852875, 48.055466463710715]], ""type"": ""MultiPoint""}";BAR RESTAURANT;5 RUE DE LA MAIRIE;OSSE;;
1364;LA GRIOTTE;Ille et Vilaine;"{""coordinates"": [[-1.79239249411369, 48.14958015374092]], ""type"": ""MultiPoint""}";RESTAURANT;42 T RUE DU DOCTEUR LEON;PACE;;
1365;PIZZA DEL ARTE;Ille et Vilaine;"{""coordinates"": [[-1.767478128393322, 48.14093676017573]], ""type"": ""MultiPoint""}";PIZZERIA RESTAURANT;0 ZA LA GIRAUDAIS;PACE;;
1366;PRIMEUR ET SAVEURS;Ille et Vilaine;"{""coordinates"": [[-1.773558273223355, 48.14791534134204]], ""type"": ""MultiPoint""}";FRUITS LEGUMES FROMAGE;17 B PLACE SAINT MELAINE;PACE;;
1367;LE TIGRE;Ille et Vilaine;"{""coordinates"": [[-1.671693235108859, 48.09375905856693]], ""type"": ""MultiPoint""}";BAR BRASSERIE;121 BD GEORGES CLEMENCEAU;RENNES;;
1368;PIZZA TIMA AT ANY TIME;Ille et Vilaine;"{""coordinates"": [[-1.656874339046644, 48.1146817614482]], ""type"": ""MultiPoint""}";PIZZA AE / A LIVRER;133 AV GENERAL LECLERC;RENNES;;
1369;LE FOURNIL DE PIERRE;Ille et Vilaine;"{""coordinates"": [[-1.682953469863895, 48.08979817330956]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE SALON DE THE SANDWICH SP/AE;77 BOULEVARD ALBERT 1ER;RENNES;;
1370;BAR DU PROGRES;Ille et Vilaine;"{""coordinates"": [[-1.680897026990466, 48.10928051197511]], ""type"": ""MultiPoint""}";BAR RESTAURATION RAPIDE SALADE SANDWICHERIE CROQUE;7 RUE DE LA CHALOTAIS;RENNES;;
1371;LE DANIEL;Ille et Vilaine;"{""coordinates"": [[-1.679020261565577, 48.107995102165056]], ""type"": ""MultiPoint""}";PATISSERIE CHOCOLATERIE;19 RUE JULES SIMON;RENNES;;
1372;LES DELICES DU SACRE COUR;Ille et Vilaine;"{""coordinates"": [[-1.680191363574975, 48.099032327301785]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;3 RUE BERNARD PALISSY;RENNES;;
1373;MARCHE PLUS;Ille et Vilaine;"{""coordinates"": [[-1.68158055884746, 48.118693281808675]], ""type"": ""MultiPoint""}";SUPERETTE;43 SQUARE DE LA RANCE;RENNES;;
1374;EN-K GOURMAND;Ille et Vilaine;"{""coordinates"": [[-1.676940420263041, 48.113693562591614]], ""type"": ""MultiPoint""}";SANDWICHERIE;1 RUE DES FOSSES;RENNES;;
1375;OUZH TAOL!;Ille et Vilaine;"{""coordinates"": [[-1.676316301266092, 48.114908984168785]], ""type"": ""MultiPoint""}";CREPERIE;27 RUE SAINT MELAINE;RENNES;;
1376;AU MARCHE DES LICES;Ille et Vilaine;"{""coordinates"": [[-1.685166947834658, 48.11240683081263]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;3 PLACE DU BAS DES LICES;RENNES;;
